CustomerID,Age,Location,Segment,NPS,ChurnLabel,TotalPurchaseFrequency,TotalPurchaseValue,ProductList,Plan,numEmails,numCalls,numChats,AVGLatePayment,NumPaymentMethods,PageViews,TimeSpent(minutes),ActionCount,unique_pages,Logins,Rating,AVGOpenDays,AVGClickDays,customer_segment,Start_Date_year,Start_Date_month,Start_Date_day,End_Date_year,End_Date_month,End_Date_day,FirstInteractionDate_year,FirstInteractionDate_month,FirstInteractionDate_day,LastInteractionDate_year,LastInteractionDate_month,LastInteractionDate_day,churndate_year,churndate_month,churndate_day,most_recent_action_date_only_year,most_recent_action_date_only_month,most_recent_action_date_only_day,Gender_Female,Gender_Male,TotalInteractionType_Call,TotalInteractionType_Call|Chat,TotalInteractionType_Call|Chat|Email,TotalInteractionType_Call|Email,TotalInteractionType_Chat,TotalInteractionType_Chat|Email,TotalInteractionType_Email,Frequency_Daily,Frequency_Monthly,Frequency_Weekly
1015,29,4430.099999999999,2.0,1,1,43,4430.099999999999,4430.099999999999,17.0,12,13,16,21.333333333333332,3,57,4,15,10,9,1,30.0,383.0,2.0,2020,7,24,2021,9,18,2019,1,7,2022,9,24,2021,2,11,2022,11,24,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1016,57,3453.99,0.0,6,1,49,3453.99,3453.99,13.0,3,8,3,2.3333333333333335,3,36,81,38,13,23,4,943.0,215.0,1.0,2019,5,30,2021,10,28,2019,1,22,2022,12,24,2020,10,30,2022,12,25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1017,18,3697.750000000001,1.0,1,0,58,3697.750000000001,3697.750000000001,14.0,2,4,6,3.0,3,35,87,5,4,28,1,80.0,388.0,1.0,2019,11,9,2020,12,20,2019,1,5,2022,12,14,2020,7,30,2022,9,27,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1018,18,2370.2400000000002,1.0,2,1,35,4349.68,4349.68,8.0,16,12,14,23.333333333333332,3,15,11,4,4,15,1,201.0,219.0,1.0,2019,11,11,2020,9,2,2019,1,22,2022,12,18,2022,8,8,2022,12,12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1019,29,901.76,1.0,1,1,14,901.76,901.76,16.0,20,20,10,26.666666666666668,3,91,31,39,11,26,2,38.0,81.0,3.0,2020,1,5,2021,1,7,2019,1,13,2022,12,7,2021,6,30,2022,11,10,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1020,43,5416.46,1.0,6,0,39,5416.46,5416.46,7.0,0,2,2,3.6666666666666665,3,70,67,31,14,25,2,267.0,398.0,2.0,2019,11,9,2021,4,22,2020,10,3,2022,9,27,2020,3,14,2022,11,10,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1021,67,1597.4699999999998,1.0,8,0,28,1816.37,1816.37,0.0,3,2,1,3.6666666666666665,3,35,14,6,3,17,5,463.0,204.0,3.0,2022,10,3,2022,11,13,2019,1,13,2022,10,27,2020,5,17,2021,10,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1022,66,3422.93,2.0,7,0,28,3422.93,3422.93,16.0,4,6,3,2.0,3,49,8,50,13,24,5,0.0,0.0,2.0,2019,2,8,2021,8,8,2019,1,10,2022,7,11,2019,6,26,2022,12,23,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1023,31,3000.585,1.0,8,0,29,2572.53,2572.53,1.0,4,5,3,3.3333333333333335,3,63,21,12,7,19,1,18.0,110.0,3.0,2022,3,29,2022,8,8,2019,5,1,2022,9,9,2020,2,26,2022,11,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1024,48,5375.54,2.0,0,1,63,5375.54,5375.54,19.0,2,0,3,24.666666666666668,3,52,24,1,1,30,5,259.0,36.0,2.0,2020,3,19,2020,8,31,2019,2,15,2021,2,9,2022,10,16,2019,7,20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1025,18,5345.0199999999995,2.0,3,0,40,5345.0199999999995,5345.0199999999995,13.0,3,5,6,2.3333333333333335,3,35,1,7,6,18,5,143.0,140.0,2.0,2019,7,18,2021,2,21,2019,3,11,2022,10,10,2019,4,21,2021,12,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1026,23,3367.345,0.0,2,1,46,4696.299999999999,4696.299999999999,2.0,11,10,6,20.0,3,34,11,17,9,30,5,432.0,335.0,1.0,2019,9,23,2022,7,27,2019,5,15,2022,10,31,2020,9,1,2022,11,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1027,30,1194.55,0.0,6,0,16,1194.55,1194.55,14.0,3,3,2,2.3333333333333335,3,8,43,31,13,7,3,551.0,49.0,0.0,2022,6,3,2022,12,10,2019,5,1,2022,1,9,2022,10,10,2022,8,12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1028,54,993.1800000000001,2.0,1,1,18,980.23,980.23,11.0,3,0,1,17.666666666666668,3,36,17,2,2,3,2,152.0,113.0,0.0,2019,7,1,2022,4,30,2019,12,16,2022,8,7,2022,3,20,2021,7,18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1029,57,3671.85,1.0,2,1,36,3671.85,3671.85,18.0,18,18,17,19.666666666666668,3,76,16,50,14,1,1,808.0,230.0,3.0,2019,2,21,2022,11,2,2019,1,27,2022,11,14,2021,7,19,2022,12,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1030,67,1725.925,0.0,2,1,9,760.37,760.37,18.0,6,7,5,24.333333333333332,3,52,23,25,12,16,2,3.0,0.0,0.0,2020,7,9,2022,11,27,2019,1,1,2022,9,6,2021,3,31,2022,11,21,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1031,63,5188.62,1.0,6,0,70,5188.62,5188.62,16.0,1,1,1,4.0,3,6,32,23,11,13,1,541.0,534.0,1.0,2020,7,13,2021,5,19,2019,3,3,2022,12,13,2020,2,7,2022,5,18,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1032,52,473.03,1.0,4,0,10,473.03,593.0425,9.0,6,6,5,2.3333333333333335,3,22,48,44,13,21,3,84.0,124.0,0.0,2022,11,17,2022,12,3,2019,3,7,2022,11,3,2019,10,25,2022,12,28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1033,70,2963.346666666667,2.0,9,0,26,3615.750000000001,3615.750000000001,1.0,2,4,4,3.3333333333333335,3,58,69,17,11,18,1,53.0,225.0,2.0,2019,12,20,2022,10,9,2019,6,18,2022,12,6,2022,4,26,2022,12,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1034,41,5715.450000000001,1.0,7,0,67,5715.450000000001,5715.450000000001,9.0,5,5,2,2.3333333333333335,3,34,50,1,1,26,4,238.0,0.0,2.0,2022,9,20,2022,12,20,2019,7,5,2022,9,14,2020,10,4,2020,2,13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1035,54,3392.6899999999996,2.0,6,0,45,3392.6899999999996,3392.6899999999996,9.0,0,0,2,1.0,3,71,40,22,12,27,5,10.0,242.0,2.0,2022,3,19,2022,12,14,2020,1,30,2022,8,5,2020,6,4,2022,9,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1036,67,1896.72,2.0,2,1,19,1896.72,1896.72,13.0,1,2,1,11.333333333333334,3,31,9,19,10,15,3,686.0,30.0,0.0,2020,7,5,2020,10,26,2019,2,14,2020,11,4,2022,1,12,2022,12,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1037,19,349.12,1.0,0,1,7,349.12,381.6433333333334,6.0,3,4,4,23.666666666666668,3,98,35,46,13,6,4,396.0,11.0,0.0,2022,8,25,2022,12,4,2019,6,18,2022,9,1,2022,5,1,2022,12,18,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1038,21,1990.09,1.0,9,0,20,1990.09,1990.09,4.0,1,4,4,2.3333333333333335,3,2,30,12,9,11,5,438.0,39.0,3.0,2020,2,14,2020,2,19,2019,1,5,2022,11,14,2021,3,24,2022,8,29,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1039,34,2247.5299999999997,0.0,0,1,1,480.02,448.91499999999996,3.0,14,17,21,20.0,3,57,2,3,1,21,3,121.0,14.0,3.0,2021,10,30,2022,7,24,2019,1,12,2022,12,27,2020,6,11,2022,12,16,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1040,69,2972.39,1.0,7,0,20,2972.39,2972.39,17.0,1,4,2,1.6666666666666667,3,77,24,37,13,25,1,133.0,1002.0,2.0,2022,1,1,2022,12,22,2019,3,23,2022,12,5,2020,4,26,2022,11,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1041,24,1320.32,2.0,0,1,23,1320.32,1320.32,9.0,8,6,11,18.333333333333332,3,20,27,12,9,1,4,98.0,26.0,3.0,2019,3,11,2019,6,7,2019,3,27,2022,11,29,2022,7,30,2022,7,19,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1042,43,2802.4300000000003,0.0,0,0,30,2802.4300000000003,2802.4300000000003,14.0,2,8,5,2.6666666666666665,3,9,64,14,9,12,1,189.0,379.0,2.0,2020,1,22,2021,6,3,2019,1,31,2022,12,21,2020,3,3,2022,9,26,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1043,32,3248.736666666666,2.0,1,1,22,1738.69,1738.69,10.0,4,5,2,16.333333333333332,3,38,18,45,12,30,2,126.0,576.0,3.0,2022,3,9,2022,7,13,2019,6,20,2022,10,17,2021,7,12,2022,11,18,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1044,67,2575.64,2.0,2,1,38,2611.7999999999997,2611.7999999999997,3.0,8,10,8,19.0,3,68,10,44,12,12,3,110.0,32.0,2.0,2022,5,3,2022,5,23,2019,3,21,2022,11,28,2021,8,6,2022,12,17,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1045,54,2633.55,2.0,8,0,12,784.73,784.73,16.0,1,0,1,2.3333333333333335,3,98,15,3,3,25,4,1.0,9.0,3.0,2022,8,18,2022,9,25,2019,9,8,2022,10,10,2020,1,8,2022,2,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1046,65,4362.93,1.0,9,0,40,5105.950000000001,5105.950000000001,19.0,6,6,6,3.3333333333333335,3,3,83,1,1,26,1,511.0,401.0,1.0,2020,3,17,2021,4,22,2019,1,6,2022,11,11,2021,1,12,2020,10,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1047,36,944.04,2.0,3,1,3,944.04,695.07,14.0,10,9,8,21.0,3,91,6,45,14,21,1,99.0,109.0,3.0,2021,10,30,2021,11,21,2019,3,14,2022,12,30,2022,5,25,2022,12,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1048,63,3837.81,2.0,1,1,40,4105.29,4105.29,11.0,2,2,3,13.333333333333334,3,65,28,6,4,26,4,32.0,425.0,2.0,2021,7,9,2022,3,22,2019,10,8,2022,6,12,2022,9,15,2022,12,27,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1049,30,4800.700000000001,0.0,4,0,40,4800.700000000001,4800.700000000001,8.0,6,5,8,1.6666666666666667,3,40,77,21,12,23,4,540.0,272.0,1.0,2019,11,22,2022,7,28,2019,1,7,2022,12,11,2020,12,16,2022,12,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1050,36,4955.929999999999,0.0,0,1,41,4955.929999999999,4955.929999999999,11.0,12,13,14,26.333333333333332,3,97,26,49,14,14,4,577.0,109.0,1.0,2021,3,15,2022,2,12,2019,1,6,2022,12,16,2020,5,17,2022,12,21,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1051,23,1774.84,1.0,0,1,18,1774.84,1774.84,18.0,1,1,2,24.0,3,22,18,40,13,4,5,70.0,748.0,0.0,2022,5,17,2022,12,3,2019,12,16,2021,11,30,2020,8,25,2022,12,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1052,62,3297.7599999999998,0.0,4,0,67,4452.82,4452.82,14.0,3,5,10,3.0,3,53,93,29,13,20,3,363.0,15.0,1.0,2019,12,22,2021,9,18,2019,1,12,2022,12,20,2020,9,13,2022,8,27,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1053,67,2804.3,0.0,3,1,28,2804.3,2804.3,4.0,26,17,14,24.0,3,8,25,27,13,18,3,1071.0,353.0,2.0,2019,9,10,2020,11,15,2019,5,21,2022,12,30,2022,2,1,2022,12,18,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1054,24,3629.58,2.0,0,0,34,3629.58,3629.58,12.0,1,1,2,1.6666666666666667,3,48,15,44,14,5,1,226.0,24.0,3.0,2019,9,25,2022,5,20,2019,10,8,2022,8,12,2021,11,11,2022,11,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1055,53,5669.23,0.0,1,1,55,5669.23,5669.23,14.0,17,18,19,19.666666666666668,3,54,13,32,11,9,5,528.0,287.0,2.0,2021,11,22,2021,12,16,2019,2,22,2022,10,22,2020,9,14,2022,8,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1056,35,2960.46,0.0,4,0,35,2960.46,2960.46,18.0,8,3,7,2.3333333333333335,3,36,73,34,12,28,3,874.0,234.0,2.0,2020,7,10,2021,7,1,2019,1,10,2022,11,30,2019,6,27,2022,12,30,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1057,70,1610.7399999999998,1.0,0,0,20,1610.7399999999998,1610.7399999999998,1.0,1,0,1,2.6666666666666665,3,49,87,50,14,2,3,70.0,314.0,0.0,2022,8,20,2022,11,24,2021,6,21,2022,5,3,2021,9,24,2022,10,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1058,21,1112.67,1.0,1,1,5,1112.67,1112.67,12.0,18,21,18,8.666666666666666,3,7,16,6,4,20,5,423.0,402.0,3.0,2022,2,15,2022,6,21,2019,1,29,2022,12,17,2019,5,3,2022,2,22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1059,41,4845.429999999999,2.0,0,1,48,4845.429999999999,4845.429999999999,12.0,8,4,5,17.0,3,40,7,29,12,20,5,876.0,39.0,2.0,2022,11,24,2022,12,19,2019,2,27,2022,7,5,2020,7,18,2022,11,17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1060,36,1935.7883333333336,2.0,0,1,11,1447.26,1447.26,6.0,17,24,12,24.666666666666668,3,63,30,13,8,11,1,209.0,2.0,3.0,2020,10,8,2021,8,21,2019,1,3,2022,12,11,2020,5,11,2022,11,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1061,65,2942.1200000000003,0.0,5,0,12,1955.78,1955.78,11.0,3,5,7,2.6666666666666665,3,37,70,29,12,16,5,122.0,5.0,3.0,2020,3,23,2020,6,20,2019,3,27,2022,12,14,2019,4,13,2022,12,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1062,36,1482.65,0.0,3,1,18,1777.9,1777.9,8.0,3,3,2,22.333333333333332,3,54,1,4,3,16,2,1061.0,8.0,3.0,2020,6,1,2021,12,3,2019,10,23,2022,10,13,2022,4,12,2022,8,6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1063,32,3996.22,0.0,3,1,38,3996.22,3996.22,0.0,12,9,12,20.0,3,12,35,47,13,30,4,771.0,238.0,1.0,2022,7,23,2022,12,21,2019,1,13,2022,12,14,2022,6,2,2022,12,19,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1064,55,3039.9925,1.0,3,1,37,3689.32,3689.32,6.0,7,3,3,23.0,3,44,19,7,4,7,4,677.0,60.0,3.0,2022,1,28,2022,10,13,2019,2,25,2022,11,6,2019,7,28,2022,7,21,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1065,50,4060.816666666666,2.0,3,0,45,4331.78,4331.78,19.0,8,1,9,2.3333333333333335,3,29,12,7,6,27,4,74.0,1062.0,2.0,2021,6,12,2022,11,24,2019,3,7,2022,7,30,2021,7,28,2022,1,13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1066,38,3043.0600000000004,1.0,0,1,33,3043.0600000000004,3043.0600000000004,17.0,11,10,22,19.333333333333332,3,49,18,44,13,4,2,21.0,48.0,2.0,2021,7,3,2022,6,18,2019,1,3,2022,12,20,2020,5,15,2022,12,26,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1067,63,2755.0650000000005,0.0,3,1,20,2662.0600000000004,2662.0600000000004,11.0,3,6,3,25.0,3,69,16,37,12,5,4,802.0,6.0,0.0,2021,4,29,2021,8,12,2019,11,12,2022,8,25,2021,4,9,2022,12,24,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1068,59,2598.0,1.0,3,0,37,2598.0,2598.0,12.0,11,12,16,17.333333333333332,3,84,35,28,13,10,3,455.0,106.0,2.0,2019,11,6,2020,3,3,2019,2,25,2022,12,14,2020,2,4,2022,10,15,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1069,62,3244.63,2.0,2,0,29,4004.58,4004.58,1.0,3,0,0,3.0,3,12,71,24,11,16,4,116.0,45.0,3.0,2019,8,18,2019,9,8,2021,2,5,2021,3,9,2019,10,23,2022,12,19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1070,62,2768.02,1.0,2,0,38,3925.85,3925.85,9.0,3,1,0,2.6666666666666665,3,77,100,37,13,30,1,194.0,106.0,2.0,2022,8,17,2022,9,2,2019,6,15,2022,9,13,2020,1,24,2022,11,16,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1071,22,4603.04,2.0,2,1,53,4603.04,4603.04,14.0,2,13,22,28.0,3,58,1,6,5,14,4,416.0,28.0,1.0,2021,9,2,2022,7,14,2019,1,31,2022,11,28,2020,6,17,2022,4,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1072,47,2216.0325000000003,0.0,8,0,32,2658.36,2658.36,18.0,6,5,8,2.0,3,96,10,32,13,25,5,15.0,30.0,2.0,2021,8,25,2022,11,3,2019,2,2,2022,12,18,2022,10,8,2022,12,28,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1073,37,1859.18,1.0,1,0,33,1859.18,1859.18,3.0,6,6,6,2.0,3,31,61,42,13,2,1,357.0,24.0,3.0,2022,1,25,2022,5,12,2019,4,10,2022,12,5,2021,1,7,2022,12,29,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1074,62,1591.2849999999999,2.0,6,0,14,808.76,808.76,4.0,3,6,2,3.3333333333333335,3,99,88,9,7,8,3,395.0,131.0,0.0,2019,4,3,2019,6,13,2019,2,4,2022,5,17,2022,2,12,2022,9,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1075,59,1054.2250000000001,0.0,2,1,5,254.32,254.32,14.0,15,15,13,20.333333333333332,3,97,17,4,3,24,1,413.0,64.0,3.0,2020,5,13,2021,7,1,2019,1,10,2022,12,24,2022,2,4,2022,9,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1076,39,1174.48,1.0,1,1,23,1174.48,1174.48,18.0,4,9,15,17.333333333333332,3,24,18,32,13,23,4,660.0,154.0,3.0,2022,9,18,2022,9,21,2019,3,12,2022,10,14,2020,4,10,2022,12,27,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1077,49,2164.7233333333334,1.0,8,0,37,1916.5,1916.5,10.0,1,0,0,0.6666666666666666,3,51,18,27,12,15,1,37.0,55.0,3.0,2019,2,20,2019,4,2,2022,11,7,2022,11,7,2021,7,10,2022,9,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1078,34,1313.285,2.0,6,0,9,855.6500000000001,855.6500000000001,2.0,2,4,6,3.0,3,83,11,9,7,14,2,581.0,107.0,0.0,2019,7,20,2022,3,7,2019,4,12,2022,5,23,2021,9,25,2021,11,26,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
